;;;;
444;LDP;ORG;Đảng Dân chủ Tự do;0.000119
445;LĐTB;;Lao động Thương binh;0.000107
446;LĐTBXH;;Lao động Thương binh Xã hội;0.00007
447;LH;;Liên hiệp, Liên hoan;0.000322
448;LHP;;Liên hoan phim;0.001184
449;LHPN;ORG;Liên hiệp Phụ nữ;0.000169
450;LHQ;;Liên hiệp quốc, Lên hợp quốc;0.004466
451;LHS;PER;lưu học sinh;0.000418
452;LHTN;ORG;Liên hiệp Thanh niên;0.002014
453;LHTNVN;ORG;Hội Liên hiệp Thanh niên Việt Nam;0.000122
454;LL;;lực lượng;0.00003
455;LLLĐ;;Lực lượng lao động;0.000004
456;LS;PER;Luật sư;0.002278
457;LSQ;PER;Lãnh sự quán;0.000078
458;LTQĐTD;;lây truyền qua đường tình dục;0.000037
459;MB;ORG;Ngân hàng TMCP quân đội;0.001492
460;MBH;;mũ bảo hiểm;0.000442
461;MHX;;Mùa hè xanh;0.000364
462;MS;;Mã số;0.000454
463;MT;;Môi trường, Mặt trận;0.001517
464;MTĐT;;Máy tính điện tử;0.000029
465;MTTQ;;Mặt trận tổ quốc;0.001418
466;MTTQVN;ORG;Mặt trận tổ quốc Việt Nam;0.000082
467;MTXT;;Máy tính xách tay;0.000234
468;NC;;Nghiên cứu;0.000158
469;NCC;;nhà cung cấp;0.000065
470;NCKH;;nghiên cứu khoa học;0.000412
471;NCL;;ngoài công lập;0.000088
472;NCS;PER;Nghiên cứu sinh;0.000271
473;NCTO;ORG;Hội đồng Các Tổ chức Dệt may Quốc gia Mỹ ;0.00001
474;NCTT;;Nghiên cứu thị trường;0.000018
475;ND;;Nhân dân;0.000175
476;NĐ;;Nghị định;0.002164
477;NDC;ORG;Trung tâm dữ liệu Viễn thám Quốc gia;0.000004
478;NDT;;Nhân dân tệ;0.000869
479;NĐT;;Nhà đầu tư;0.000156
480;NĐVN;PER;người đẹp Việt Nam;0.000154
481;NH;;Ngân hàng;0.004367
482;NHCSXH;ORG;Ngân hàng Chính sách xã hội ;0.000124
483;NHCTCN;ORG;Ngân hàng Công thương Chi nhánh;0.000004
484;NHCTHP;ORG;Ngân hàng Công thương Hải Phòng;0.000007
485;NHCTVN;ORG;Ngân hàng Công thương Việt Nam;0.000004
486;NHĐA;ORG;Ngân hàng Đông Á;0.000738
487;NHĐÁ;ORG;Ngân hàng Đông Á;0.000037
488;NHĐT;ORG;Ngân hàng Đầu tư;0.00001
489;NHĐTPT;ORG;Ngân hàng Đầu tư phát triển;0.000005
490;NHK;ORG;Đài truyền hình quốc gia Nhật Bản;0.000136
491;NHNN;ORG;Ngân hàng nhà nước;0.000714
492;NHNNo;ORG;Ngân hàng Nông nghiệp và Phát triển Nông thôn;0.000004
493;NHNNPTNT;ORG;Ngân hàng Nông nghiệp và Phát triển Nông thôn;0.000004
494;NHNNVN;ORG;Ngân hàng Nhà nước Việt Nam;0.000048
495;NHNoVN;ORG;Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam;0.000001
496;NHNT;ORG;Ngân hàng Ngoại thương;0.000009
497;NHRC;ORG;Ủy ban Nhân quyền quốc gia;0.000001
498;NHTM;ORG;Ngân hàng Thương mại;0.000255
499;NHTMCP;;ngân hàng thương mại cổ phần;0.000025
500;NHTMNN;;ngân hàng thương mại nhà nước;0.000032
501;NHTMQD;;ngân hàng thương mại quốc doanh;0.000017
502;NHTQ;ORG;Ngân hàng Trung ương Trung Quốc;0.000002
503;NHTSA;ORG;Cục an toàn xa lộ quốc gia Mỹ;0.000003
504;NHTƯ;ORG;Ngân hàng Trung ương ;0.000012
505;NHTW;ORG;Ngân hàng Trung ương ;0.000014
506;NK;;Nhập khẩu;0.000382
507;NKBV;;nhiễm khuẩn bệnh viện;0.000018
508;NKKN;LOC;Nam Kỳ Khởi Nghĩa;0.000024
509;NKNV;;Năng khiếu Nghiệp vụ;0.000013
510;NKT;PER;người khuyết tật;0.000331
511;NL;;Năng lượng;0.000121
512;NLĐ;PER;Người lao động;0.000506
513;NLMT;;năng lượng mặt trời ;0.000038
514;NLS;;nông lâm sản;0.000035
515;NLTT;;năng lượng tái tạo;0.000039
516;NMĐ;ORG;nhà máy điện;0.000059
517;NN;;Nhà nước;0.002253
518;NNCĐDC;PER;Nạn nhân chất độc da cam;0.000037
519;NNPTNT;;Nông nghiệp và Phát triển nông thôn;0.000025
520;NPP;;Nhà phân phối;0.000095
521;NQ;;Nghị quyết;0.00028
522;NQD;;ngoài quốc doanh;0.000019
523;NS;PER;Nghệ sỹ;0.000531
524;NSND;PER;Nghệ sỹ nhân dân;0.000667
525;NSNN;;ngân sách nhà nước ;0.000192
526;NST;;nhiễm sắc thể;0.00014
527;NSƯT;PER;Nghệ sỹ ưu tú;0.001133
528;NTBD;;Nghệ thuật biểu diễn;0.000079
529;NTD;PER;Nhà tuyển dụng, người tiêu dùng;0.000127
530;NTK;PER;nhà thiết kế;0.000148
531;NV;;Nhân viên, Nguyện vọng;0.003478
532;NV1;;Nguyện vọng 1;0.001671
533;NV2;;Nguyện vọng 2;0.005609
534;NV3;;Nguyện vọng 3;0.001464
535;NVH;ORG;Nhà văn hóa;0.000289
536;NVHTN;ORG;Nhà Văn hóa Thanh niên ;0.000156
537;NXB;ORG;Nhà xuất bản;0.00001
538;NXBGD;ORG;Nhà xuất bản Giáo dục;0.000173
539;NXBKHXH;ORG;Nhà xuất bản Khoa học Xã hội;0.000002
540;NXBQĐND;ORG;Nhà xuất bản Quân đội Nhân dân;0.000002
541;NXBTN;ORG;Nhà xuất bản Tự nhiên;0.000002
542;NXBVHTT;ORG;Nhà xuất bản Văn hóa Nghệ thuật;0.000003
543;PC14;ORG;Phòng Cảnh sát điều tra tội phạm về trật tự xã hội;0.000309
544;PC15;ORG;Phòng Cảnh sát điều tra tội phạm về quản lý kinh tế và chức vụ;0.00017
545;PC16;ORG;Phòng Cảnh sát điều tra;0.000042
546;PC17;ORG;Phòng cảnh sát phòng chống tội phạm ma tuý;0.000083
547;PCBL;;phòng chống bão lụt;0.000043
548;PCBLTKCN;;phòng chống bão lụt và tìm kiếm cứu nạn;0.000003
549;PCBTH;;phổ cập bậc trung học;0.000002
550;PCC;ORG;Phòng công chứng;0.000158
551;PCCC;;Phòng cháy chửa cháy;0.000989
552;PCGD;;phổ cập giáo dục;0.000036
553;PCGDBTH;;phổ cập giáo dục bậc trung học;0.00001
554;PCGDTH;;phổ cập giáo dục tiểu học;0.000014
555;PCGDTHCS;;phổ cập giáo dục trung học cơ sở;0.000003
556;PCLBMN;;phòng chống lụt bão miền Nam;0.000001
557;PCLBTƯ;;phòng chống lụt bão Trung ương;0.000006
558;PCLBTW;;phòng chống lụt bão Trung ương;0.000008
559;PCT;PER;Phó chủ tịch, ;0.00015
560;PCTH;;phổ cập tiểu học;0.000006
561;PCTHCS;;phổ cập trung học cơ sở;0.000012
562;PCTN;;Phòng chống tệ nạn;0.000054
563;PCTNXH;;Phòng chống tệ nạn xã hội;0.000003
564;PCTPCNC;;Phòng chống tội phạm công nghệ cao;0.000002
565;PGĐ;PER;Phó giám đốc;0.000186
566;PGHH;ORG;Phật giáo Hòa Hảo;0.000024
567;PGS;PER;Phó Giáo sư;0.002847
568;PHHS;PER;phụ huynh học sinh;0.000309
569;PL;;Pháp luật;0.00011
570;PLO;ORG;Tổ chức Giải phóng Palestin;0.000109
571;PM;;phần mềm;0.000126
572;PMU;ORG;Ban quản lý dự án;0.002072
573;PMU18;ORG;Ban quản lý dự án 18;0.001263
574;PN;;Phụ nữ;0.000248
575;PNTR;;Quy chế Thương mại bình thường vĩnh viễn;0.001332
576;PP;;phương pháp;0.000175
577;PS;;Phóng sự;0.000097
578;PTCS;;Phổ thông cơ sở;0.000173
579;PTN;;phòng thí nghiệm;0.000105
580;PTNT;;Phát triển Nông thôn;0.00199
581;PTSC;ORG;Công ty Dịch vụ Kỹ thuật dầu khí;0.000535
582;PTT;PER;Phó thủ tướng;0.000084
583;PTTH;;Phổ thông trung học;0.001418
584;PTTM;;Phẫu thuật thẩm mỹ;0.000058
585;PTTT;;Phát triển trẻ thơ;0.000008
586;PTV;PER;Phát thanh viên;0.000191
587;PV;PER;Phóng viên, Phỏng vấn;0.004889
588;PY;LOC;Phú Yên;0.000091
589;QBLTD;;Quĩ bảo lãnh tín dụng;0.000029
590;QC;;Quy chế;0.000119
591;QCDCCS;;quy chế dân chủ cơ sở;0.000011
592;QCGNHH;;Quy chế ghi nhãn hàng hóa;0.000004
593;QCHQ;PER;quan chức hải quan;0.000002
594;QCKDTXD;;Quy chế kinh doanh thép xây dựng;0.000001
595;QCKT;;quy chuẩn kĩ thuật;0.000004
596;QĐ;;Quyết định;0.00219
597;QĐND;;Quân đội nhân dân;0.000126
598;QG;;Quốc gia;0.000615
599;QH;;Quốc hội;0.007185
600;QHTD;;Quan hệ tình dục;0.000155
601;QK;;Quân khu;0.00018
602;QL;;Quản lý;0.000557
603;QLD;;Quản lý dược;0.00009
604;QLDA;;Quản lý dự án;0.000081
605;QLĐT;;Quản lý Đào tạo;0.000226
606;QLTT;;Quản lý thị trường;0.000632
607;QN;LOC;Quảng Ninh;0.000242
608;QSD;;quyền sử dụng;0.000112
609;QSDĐ;;quyền sử dụng đất;0.000496
610;QTKD;;Quản trị Kinh doanh;0.000315
611;RLC;;rối loạn cương;0.000203
612;RLCD;;rối loạn cương dương;0.000151
613;SARS;;SARS, Hội chứng hô hấp cấp tính nặng;0.001857
614;SBD;;Số báo danh;0.000779
615;SBS;ORG;Công ty Chứng khoán Ngân hàng Sài Gòn Thương Tín;0.000134
616;SD;;sử dụng;0.000257
617;SDĐ;;sử dụng đất;0.000414
618;SDĐNN;;sử dụng đất nông nghiệp;0.000002
619;SĐH;;sau đại học ;0.000172
620;SĐK;;số đăng ký;0.000138
621;SĐNĐ;ORG;Sông Đà Nam Định;0.000769
622;SĐT;;số điện thoại;0.000005
623;SĐTLA;ORG;Sơn Đồng Tâm Long An;0.000004
624;SG;LOC;Sài Gòn;0.000267
625;SGD;ORG;Sở giáo dục;0.000394
626;SGGP;;Sài gòn giải phóng;0.000163
627;SGK;;Sách giáo khoa;0.002016
628;SGT;ORG;Saigontourist ;0.000093
629;SGTT;ORG;Sài Gòn Tiếp Thị ;0.00003
630;SGTVT;ORG;Sở Giao thông Vận tải;0.000001
631;SH;;Sinh hoạt;0.000203
632;SHNN;;Sở hữu nhà nước;0.000238
633;SHTD;;sinh hoạt tình dục;0.000002
634;SHTT;;sở hữu trí tuệ ;0.000203
635;SJC;ORG;Công Ty Vàng Bạc Đá Quý TP Hồ Chí Minh;0.001507
636;SK;;Sân khấu;0.000436
637;SKHCN;ORG;Sở Khoa học Công nghệ;0.000001
638;SKHCNMT;ORG;Sở Khoa học Công nghệ và Môi trường;0.000002
639;SKHĐT;ORG;Sở Kế hoạch và Đầu tư;0.000001
640;SKSS;;sức khỏe sinh sản;0.000166
641;SLNA;ORG;Sông Lam Nghệ An;0.003406
642;SMĐH;;Sao mai Điểm hẹn;0.000186
643;SN;;Sinh năm, sinh ngày;0.002514
644;SNN;ORG;sở Nông nghiệp;0.000002
645;SP;;Sư phạm, Sản phẩm;0.001632
646;SPKT;;Sư phạm kỹ thuật;0.000097
647;SS;;Sĩ số;0.000097
648;SSA;ORG;Hiệp hội Tôm miền Nam nước Mỹ;0.000198
649;STB;ORG;Ngân hàng thương mại cổ phần Sài Gòn Thương Tín;0.0001
650;SV;PER;Sinh viên;0.027413
651;SVĐ;;Sân vận động;0.000782
652;SVĐV;;Sao Vàng Đất Việt ;0.000033
653;SVHS;PER;Sinh viên học sinh;0.000394
654;SV–HS;PER;Sinh viên học sinh;0.000001
655;SVNCKH;PER;Sinh viên nghiên cứu khoa học;0.000011
656;SVTN;PER;Sinh viên tình nguyện;0.000386
657;SVVN;PER;Sinh viên Việt Nam;0.000633
658;SX;;Sản xuất;0.000297
659;SXH;;sốt xuất huyết;0.000887
660;SYLL;;Sơ yếu lý lịch;0.000003
661;TACN;;thức ăn chăn nuôi;0.000104
662;TAND;ORG;Tòa án nhân dân;0.005013
663;TANDTC;ORG;Tòa án Nhân dân Tối cao;0.0002
664;TBD;LOC;Thái Bình Dương ;0.000146
665;TBKTSG;ORG;Thời báo kinh tế Sài Gòn ;0.000024
666;TBKTVN;ORG;Thời báo Kinh tế Việt Nam;0.000029
667;TBMMN;;Tai biến mạch máu não;0.000025
668;TBT;PER;Tổng biên tập;0.000191
669;TBTT;;thuê bao trả trước;0.000018
670;TBXH;;Thương binh Xã hội;0.000069
671;TC;;Tài chính, Tổng cộng;0.00077
672;TCBVNTD;;Tiêu chuẩn và bảo vệ người tiêu dùng;0.000003
673;TCCN;;trung cấp chuyên nghiệp;0.000713
674;TCCS;;tổ chức cơ sở, Tạp chí Cộng sản;0.000072
675;TCDL;ORG;Tổng cục Du lịch ;0.000152
676;TCHL;;tuyệt chủng hàng loạt;0.000004
677;TCHQ;ORG;Tổng cục hải quan;0.000061
678;TCKH;;Tài chính - Kế hoạch, Tạp chí Khoa học, trái cây không hạt;0.000009
679;TCKT;;Tài chính - Kế toán;0.000007
680;TCMN;;thủ công mỹ nghệ;0.000013
681;TCMR;;tiêm chủng mở rộng ;0.000023
682;TCN;;trung cấp nghề;0.000069
683;TCNN;;Tài chính nhà nước;0.000004
684;TCS;PER;Trịnh Công Sơn;0.000061
685;TCT;;Tổng công ty;0.000492
686;TCTD;;tổ chức tín dụng;0.000064
687;TCTT;;trò chơi trực tuyến;0.000054
688;TCTTMSG;ORG;Tổng công ty Thương mại Sài Gòn;0.00003
689;TCVN;;Tiêu chuẩn Việt Nam ;0.000144
690;TCVSG;ORG;Thảo Cầm Viên Sài Gòn;0.000051
691;TD;;tình dục;0.000157
692;TĐ;;từ điển;0.000163
693;TĐBKVN;;Từ Điển Bách Khoa Việt Nam;0.000034
694;TĐC;;tái định cư;0.000422
695;TDTT;;Thể dục thể thao;0.00397
696;TDTTQG;;Thể dục thể thao Quốc gia;0.000005
697;TDV;PER;trình dược viên;0.000126
698;TFS;ORG;Hãng phim Truyền hình TPHCM;0.000209
699;TG;;thế giới;0.000495
700;TGĐ;PER;Tổng giám đốc;0.00056
701;TGPL;;trợ giúp pháp lý;0.000067
702;TH;;Truyền hình, Trung học;0.001749
703;THCB;;Trung học Chuyên ban;0.000001
704;THCN;;Trung học chuyên nghiệp;0.002323
705;THCS;;Trung học cơ sở;0.00663
706;THCSND;;Thực hiện chính sách nhà đất;0.00002
707;THCSNĐ;;Thực hiện chính sách nhà đất;0.000004
708;THDL;;trung học dân lập;0.000027
709;THGT;;tín hiệu giao thông;0.000088
710;THKTS;;truyền hình kỹ thuật số;0.000025
711;THKTSMĐ;;truyền hình kỹ thuật số mặt đất;0.000007
712;THPT;;Trung học phổ thông;0.014017
713;THQG;;thương hiệu quốc gia;0.000042
714;THS;;Tín hiệu số;0.000248
715;THTT;;truyền hình trực tiếp;0.00006
716;THVN;;Truyền hình Việt Nam;0.000152
717;THX;ORG;Tân hoa xã;0.000211
718;TK;;thiết kế;0.000105
719;TKCN;;tìm kiếm cứu nạn;0.000119
720;TM;;Thương mại;0.000769
721;TMCP;;Thương mại cổ phần;0.00035
722;TMĐT;;Thương mại Điện tử;0.000327
723;TMN;ORG;Thép Miền Nam ;0.001106
724;TMV;ORG;Công ty ôtô Toyota Việt Nam;0.000196
725;TN;PER;Thanh niên;0.005439
726;TNCN;;thu nhập cá nhân ;0.000625
727;TNCS;PER;Thanh niên cộng sản;0.001109
728;TNĐH;;tốt nghiệp đại học;0.000022
729;TNDN;;Thu nhập doanh nghiệp;0.000092
730;TNĐT;;Thoát nước Đô thị;0.000018
731;TNGT;;Tai nạn giao thông;0.000672
732;TNHC;PER;Trinh nữ hoàng cung;0.00009
733;TNHH;;Trách nhiệm hữu hạn;0.006469
734;TNK;;thuế nhập khẩu;0.000139
735;TNKQ;;trắc nghiệm khách quan;0.00009
736;TNLN;PER;thanh niên lập nghiệp;0.000078
737;TNMT;;Tài nguyên Môi trường;0.000207
738;TNND;;Tiếng nói Nhân dân;0.000024
739;TNNT;;thanh niên nông thôn;0.000038
740;TNO;ORG;Thanh niên Online;0.00024
741;TNS;PER;tu nghiệp sinh;0.00046
742;TNSV;PER;thanh niên sinh viên;0.000037
743;TNSVVN;PER;thanh niên sinh viên Việt Nam;0.000005
744;TNT;PER;Tình Nguyện Trẻ;0.000255
745;TNTN;;thanh niên tình nguyện, tài nguyên thiên nhiên;0.000611
746;TNTP;PER;Thiếu niên Tiền phong;0.000093
747;TNV;PER;Tình nguyện viên;0.000455
748;TNVN;PER;Thanh niên Việt Nam;0.000054
749;TNXH;;tệ nạn xã hội;0.000024
750;TNXK;PER;Thanh niên xung kích;0.000043
751;TNXP;PER;Thanh niên xung phong;0.001243
752;TPCĐ;;trái phiếu chuyển đổi;0.000021
753;TPCN;;Thực phẩm chức năng;0.000982
754;TPCT;;Thành phố Cần Thơ;0.000081
755;TPHCM;;Thành phố Hồ Chí Minh;0.011527
756;TPO;ORG;Tiên phong Online;0.00839
757;TQ;LOC;Trung Quốc;0.006223
758;TSDĐ;;tiền sử dụng đất;0.000053
759;TSKH;PER;Tiến sỹ Khoa học;0.000474
760;TSN;;Tân Sơn Nhất;0.000088
761;TT;;Trung tâm, Thị trường;0.054038
762;TTBĐS;;thị trường bất động sản;0.000054
763;TTBDVH;;Trung tâm bồi dưỡng văn hóa;0.000023
764;TTBDVHNG;;Trung tâm bồi dưỡng văn hóa ngoài giờ;0.000004
765;TTBVQTG;;Trung tâm bảo vệ quyền tác giả;0.000082
766;TTBYT;;Trang thiết bị y tế;0.000028
767;TTCK;ORG;Trung tâm chứng khoán, Thị trường Chứng khoán;0.000702
768;TTCN;ORG;Tuổi trẻ Chủ nhật, Trung tâm cai nghiện, Tiểu thủ công nghiệp;0.002249
769;TTCP;PER;Thanh tra Chính phủ , Thủ tướng Chính phủ;0.000112
770;TTCT;;Thể Thao Cuối Tuần;0.000661
771;TTĐB;;thuế Tiêu thụ đặc biệt;0.000183
772;TTDD;ORG;Trung tâm Dinh dưỡng;0.000076
773;TTĐM;ORG;Trung tâm Điện máy;0.000026
774;TTDV;ORG;Trung tâm Dịch vụ;0.000001
775;TTDVVL;ORG;Trung tâm Dịch vụ việc làm;0.000026
776;TTg;PER;Thủ tướng;0.000761
777;TTGDCK;ORG;Trung tâm giao dich chứng khoán;0.000373
778;TTGDTX;ORG;Trung tâm Giáo dục thường xuyên;0.000052
779;TTGT;;Trật tự Giao thông;0.000135
780;TTH;LOC;Thừa Thiên Huế;0.000079
781;TTHTCĐ;ORG;Trung tâm học tập cộng đồng;0.000063
782;TTHTSV;ORG;trung tâm hỗ trợ sinh viên;0.00015
783;TTK;PER;tổng thư ký;0.000408
784;TTLT;;Thông tư liên tịch;0.000107
785;TTN;PER;thanh thiếu niên;0.00039
786;TTNN;ORG;Trung tâm Ngoại Ngữ;0.000047
787;TTO;ORG;Tuổi trẻ online;0.024043
788;TTQLKT;;trật tự quản lý kinh tế;0.000037
789;TTTH;;Trung tâm Tin học;0.000049
790;TTTM;;trung tâm thương mại ;0.000175
791;TTTON;;thụ tinh trong ống nghiệm;0.00014
792;TTTTN;PER;trí thức trẻ tình nguyện;0.00006
793;TTVGT;PER;trật tự viên giao thông;0.000026
794;TTVH;;Trung tâm Văn hóa;0.000125
795;TTVN;;Trí tuệ Việt Nam, Trái tim Việt Nam, Thể thao Việt Nam;0.000437
796;TTXH;;trật tự xã hội;0.00083
797;TTXVN;ORG;Thông tấn xã Việt Nam;0.001037
798;TTYT;;Trung tâm y tế;0.000381
799;TTYTDP;;Trung tâm Y tế dự phòng;0.000096
800;TV;;Thư viện, Tivi;0.002167
801;TVHK;PER;tiếp viên hàng không;0.000092
802;TVN;ORG;Than Việt Nam;0.000112
803;TVQH;;Thường vụ Quốc hội;0.000238
804;TVV;PER;tư vấn viên;0.000078
805;TW;;Trung ương;0.002021
806;TX;;Thị xã;0.000794
807;UBCKNN;ORG;Ủy ban Chứng khoán Nhà nước;0.00023
808;UBKT;ORG;Uỷ ban Kiểm tra;0.000062
809;UBMTTQ;ORG;Ủy ban Mạt trận Tổ quốc;0.000228
810;UBMTTQVN;ORG;Ủy ban Mặt trận Tổ quốc Việt Nam;0.00004
811;UBNDTP;ORG;Ủy ban Nhân dan Thành phố;0.000216
812;UBTDTT;ORG;Ủy ban Thể dục Thể thao;0.000567
813;UBTVQH;ORG;Ủy ban thường vụ Quốc hội ;0.000392
814;ƯCV;PER;ứng cử viên;0.000154
815;UNDP;ORG;Chương trình Phát triển Liên Hợp Quốc;0.000422
816;UNESCO;ORG;Tổ chức Giáo dục, Khoa học và Văn hóa của Liên hiệp quốc;0.001062
817;UNFPA;ORG;Quỹ dân số Liên Hợp Quốc;0.000046
818;UNHCR;ORG;Văn phòng Cao ủy Liên hợp quốc về người tỵ nạn;0.000114
819;UNICEF;ORG;Quỹ Nhi đồng Liên hợp quốc;0.000604
820;UNIFIL;ORG;Lực lượng gìn giữ hòa bình của LHQ tại miền nam Libăng;0.000019
821;UT;;ung thư;0.000302
822;UV;PER;Ủy viên;0.000209
823;UVBCH;PER;Ủy viên ban chấp hành;0.000004
824;UVBCT;PER;Ủy viên Bộ chính trị;0.000011
825;VCB;ORG;Ngân hàng ngoại thương Việt Nam;0.000721
826;VCK;;Vòng chung kết;0.001479
827;VD;;ví dụ;0.000082
828;VĐ;;Vô địch;0.000246
829;VDC;ORG;Công ty Điện toán và Truyền số liệu;0.000669
830;VĐQG;;Vô địch Quốc gia;0.000498
831;VĐV;PER;Vận động viên;0.004798
832;VĐVQG;PER;Vận động viên Quốc gia;0.000001
833;VFF;ORG;Liên đoàn bóng đá Việt Nam;0.004241
834;VH;;Văn hóa;0.001245
835;VHGDTNTN;;Văn hóa Giáo dục Thanh niên Thiếu niên;0.000006
836;VHGDTTNNĐ;;Văn hóa Giáo dục Thanh thiếu niên và Nhi đồng;0.000004
837;VHNT;;Văn học Nghệ thuật;0.000235
838;VHTT;;Văn hóa Thông tin;0.00103
839;VKS;ORG;Viện Kiểm sát;0.001029
840;VKSND;ORG;Viện Kiểm sát Nhân dân;0.000699
841;VKSNDTC;ORG;Viện Kiểm sát Nhân dân Tối cao;0.000144
842;VL;;Vật lý;0.000086
843;VLTK;;Võ Lâm Truyền Kỳ;0.000213
844;VLXD;;Vật liệu xây dựng;0.000099
845;VN;LOC;Việt Nam;0.113762
846;VNCC;ORG;Tổng Công ty Xi măng Việt Nam;0.000081
847;VNM;ORG;Vinamilk ;0.000107
848;VP;;Văn phòng;0.000509
849;VPCP;ORG;Văn phòng chính phủ;0.000242
850;VPĐD;;Văn phòng đại diện;0.000192
851;VQG;;Vườn Quốc gia;0.000097
852;VS;;Vệ sinh;0.0001
853;VSP;ORG;Xí nghiệp Liên doanh Vietsovpetro;0.000301
854;VT;;Viên thông, Vi tính, Vũ trụ;0.001456
855;VTV;ORG;Đài truyền hình Việt Nam;0.001762
856;VYSA;ORG;Hội Thanh niên Sinh viên Việt Nam tại Nhật Bản;0.000254
857;WB;ORG;Ngân hàng thế giới;0.001521
858;WTO;;Tổ chức Thương mại thế giới;0.011868
859;XD;;Xây dựng;0.00035
860;XDCB;;xây dựng cơ bản;0.000151
861;XĐGN;;Xoá đói giảm nghèo;0.000119
862;XDHK;;Xăng dầu hàng không;0.00004
863;XH;;Xã hội;0.001462
864;XHCN;;Xã hội chủ nghĩa;0.000478
865;XHH;;xã hội hóa;0.000126
866;XK;;Xuất khẩu;0.000786
867;XKLĐ;;xuất khẩu lao động;0.000432
868;XN;;Xí nghiệp;0.000324
869;XNK;;Xuất nhập khẩu;0.000904
870;XSKT;;xổ số kiến thiết;0.000102
871;XTTM;;Xúc tiến thương mại;0.000132
872;XX;;Xét xử;0.000309
873;YKVN;ORG;Y khoa Việt Nam;0.000038
874;YTDP;;Y tế Dự phòng;0.000095
875;YTế;;Y tế;0.000001
